iter	Logloss
172	0.5166616029
173	0.5162675259
174	0.5158826471
175	0.5155747487
176	0.5152262839
177	0.5148710135
178	0.5145263063
179	0.5141472581
180	0.5138768303
181	0.5135658581
182	0.5131800218
183	0.5128469615
184	0.5124833879
185	0.5121813901
186	0.5118575479
187	0.5115074973
188	0.5111517078
189	0.5108447528
190	0.510455796
191	0.5100564249
192	0.5097223644
193	0.5094171291
194	0.5090674477
195	0.5087740496
196	0.508461714
197	0.5081726447
198	0.5078967354
199	0.5076168877
200	0.5072861221
201	0.5070374118
202	0.506784791
203	0.5064833419
204	0.5061812522
205	0.5058844705
206	0.5056402652
207	0.5053942535
208	0.5051016024
209	0.5047896388
210	0.5045516544
211	0.5042434614
212	0.5039342341
213	0.5037355856
214	0.5034706014
215	0.5031938938
216	0.5029692322
217	0.5027074443
218	0.5024470692
219	0.5021593967
220	0.501939241
221	0.5016397523
222	0.5014335088
223	0.5011779124
224	0.5009385369
225	0.5007223425
226	0.5004827747
227	0.5001985319
228	0.4999087509
229	0.4996657523
230	0.4994693974
231	0.4992760937
232	0.4991357459
233	0.4989502424
234	0.498684307
235	0.4984692842
236	0.498262098
237	0.4980201076
238	0.4978328809
239	0.4975940195
240	0.4973883706
241	0.497217255
242	0.4969838746
243	0.4967691213
244	0.4965056032
245	0.496301455
246	0.4960362091
247	0.4958402399
248	0.4955752961
249	0.4953845398
250	0.4952009815
251	0.4950155057
252	0.4948441887
253	0.4946098126
254	0.4943904734
255	0.4942357146
256	0.4940443685
257	0.4938783438
258	0.4937054271
259	0.4935167534
260	0.4933493144
261	0.4932003174
262	0.4930688098
263	0.4928285587
264	0.4926283274
265	0.4924898005
266	0.4923080755
267	0.4921397678
268	0.4920029077
269	0.4917813744
270	0.4916306873
271	0.491480984
272	0.4912919784
273	0.4910685453
274	0.4908882206
275	0.4906645616
276	0.4905439226
277	0.4903782747
278	0.4902392376
279	0.4900753659
280	0.4899151586
281	0.4896972896
282	0.4894713702
283	0.4892780789
284	0.4890910624
285	0.4888649948
286	0.4886632741
287	0.4884819393
288	0.4883409427
289	0.4881569936
290	0.488012215
291	0.4878966423
292	0.4877549512
293	0.4875992219
294	0.4874640835
295	0.4872952971
296	0.4871673498
297	0.4870005057
298	0.486823743
299	0.4866617865
300	0.4865367921
301	0.4864366655
302	0.4863272045
303	0.4861897605
304	0.4860279431
305	0.4859140463
306	0.4858001307
307	0.4856105653
308	0.4854949978
309	0.4854101898
310	0.4852458771
311	0.4851381511
312	0.485044037
313	0.4849247948
314	0.4847520637
315	0.4846244825
316	0.4845017662
317	0.4843632976
318	0.4842080545
319	0.4840931403
320	0.483948732
321	0.4838428642
322	0.4837362706
323	0.4836095141
324	0.4834887164
325	0.4833812185
326	0.4832288416
327	0.4831216942
328	0.4830430896
329	0.4829171798
330	0.4827547557
331	0.4826406951
332	0.4824935272
333	0.4823626291
334	0.4822591322
335	0.4821277824
336	0.4820110528
337	0.4818866055
338	0.4817317498
339	0.4816237325
340	0.4814652151
341	0.4813373256
342	0.4812217856
343	0.4810810048
344	0.4809240715
345	0.4807930926
346	0.4806473888
347	0.4805111552
348	0.4804113049
349	0.4803152491
350	0.4802290643
351	0.4801089706
352	0.4800003469
353	0.4799072605
354	0.4797937584
355	0.4796860335
356	0.4796290908
357	0.479521085
358	0.479414911
359	0.4792826009
360	0.479184962
361	0.4791224547
362	0.4790120055
363	0.4789129955
364	0.4787736823
365	0.4786478603
366	0.478544736
367	0.4784340811
368	0.4783715973
369	0.4782793914
370	0.4781594535
371	0.4780414569
372	0.477989218
373	0.4778995498
374	0.4777623424
375	0.4776695758
376	0.477580357
377	0.4775067118
378	0.4774137224
379	0.4773482514
380	0.4772167952
381	0.477099918
382	0.4769934872
383	0.4768925787
384	0.4767782671
385	0.4766823056
386	0.4766119871
387	0.4765380369
388	0.4764452024
389	0.4763375175
390	0.4762435743
391	0.4761485104
392	0.4760389021
393	0.4759639159
394	0.4758479614
395	0.4757269662
396	0.475645953
397	0.4755452142
398	0.4754639989
399	0.4753887745
400	0.4753116987
401	0.475230512
402	0.4751572151
403	0.4750774171
404	0.4750176372
405	0.4749376598
406	0.4748660548
407	0.4748048448
408	0.4747072816
409	0.4746108559
410	0.4745120986
411	0.4744344308
412	0.474353662
413	0.4742649663
414	0.4741978544
415	0.4741418102
416	0.4740749131
417	0.4739956196
418	0.47390606
419	0.4738352736
420	0.4737408933
421	0.4736572429
422	0.4735636298
423	0.4734863616
424	0.4734077595
425	0.4733548905
426	0.4733071334
427	0.4732534097
428	0.473177537
429	0.4730825248
430	0.473024822
431	0.4729529124
432	0.4728945687
433	0.4728441566
434	0.4727735277
435	0.4727028196
436	0.4726116074
437	0.4725379332
438	0.4724626242
439	0.4723982199
440	0.4723341667
441	0.4722652275
442	0.4721738206
443	0.47209528
444	0.4720375403
445	0.4719775637
446	0.4718952826
447	0.4718445794
448	0.4717451676
449	0.4716542248
450	0.4715578278
451	0.4715073035
452	0.4714398746
453	0.4713570236
454	0.4712623316
455	0.4711772177
456	0.4710940581
457	0.4710207475
458	0.470974719
459	0.4709065536
460	0.4708424416
461	0.4707989296
462	0.4707283911
463	0.4706684429
464	0.4706107423
465	0.4705483327
466	0.4704783472
467	0.4704101051
468	0.4703498287
469	0.4702917003
470	0.4702470902
471	0.470186669
472	0.4701158015
473	0.4700510776
474	0.4699966459
475	0.4699493106
476	0.4698938427
477	0.4698226911
478	0.4697427849
479	0.4696408526
480	0.4695915606
481	0.4695128527
482	0.4694434337
483	0.4693998898
484	0.4693360907
485	0.4692693918
486	0.4692126766
487	0.4691237362
488	0.4690540923
489	0.4690088229
490	0.4689643389
491	0.4689053536
492	0.4688394226
493	0.4687465032
494	0.468692412
495	0.4686232201
496	0.4685567962
497	0.46852339
498	0.468467493
499	0.4684259673
500	0.4683840782
501	0.4683438287
502	0.4682855325
503	0.4682225536
504	0.4681872834
505	0.4681347208
506	0.4680750822
507	0.4680207713
508	0.4679684272
509	0.46789638
510	0.4678257726
511	0.4677743899
512	0.467731877
513	0.4676729022
514	0.4676209198
515	0.4675780554
516	0.4675125018
517	0.4674550865
518	0.4673964168
519	0.4673266836
520	0.467272148
521	0.4671984355
522	0.467147702
523	0.467102803
524	0.4670513913
525	0.4669880529
526	0.4669029347
527	0.4668488454
528	0.4668070926
529	0.4667608192
530	0.466699316
531	0.4666412714
532	0.4665919212
533	0.4665430674
534	0.4664816126
535	0.4664216423
536	0.4663732903
537	0.4663240191
538	0.4662758024
539	0.4662275109
540	0.4661849133
541	0.4661304483
542	0.4660908555
543	0.4660321666
544	0.4659747016
545	0.4659182949
546	0.4658818311
547	0.4658154296
548	0.4657777833
549	0.4657204645
550	0.4656830393
551	0.4656208225
552	0.4655787135
553	0.4655401058
554	0.4655085123
555	0.4654546048
556	0.4653940986
557	0.4653252687
558	0.4652909662
559	0.4652226511
560	0.4651778226
561	0.4651223161
562	0.4650751112
563	0.4650307901
564	0.4649862722
565	0.4649461885
566	0.4649124864
567	0.4648609036
568	0.4648066322
569	0.464736599
570	0.4646866686
571	0.4646309393
572	0.4645789461
573	0.4645248458
574	0.464481716
575	0.4644365121
576	0.464376767
577	0.4643396478
578	0.4642991335
579	0.4642663566
580	0.4642143244
581	0.464145175
582	0.4640973697
583	0.46405879
584	0.4639975275
585	0.4639502324
586	0.4639363727
587	0.463883276
588	0.4638382037
589	0.4637875511
590	0.463748352
591	0.4636981919
592	0.4636690502
593	0.4636309029
594	0.4635777561
595	0.463535187
596	0.463490636
597	0.4634426081
598	0.4634085797
599	0.4633562834
600	0.4633307167
601	0.4632972817
602	0.4632676566
603	0.4632200465
604	0.4631751887
605	0.463132451
606	0.4630972959
607	0.4630612945
608	0.4630321051
609	0.4630203495
610	0.4629755326
611	0.4629299423
612	0.4628937484
613	0.4628480171
614	0.4628140011
615	0.4627728112
616	0.4627299737
617	0.4626693313
618	0.462624167
619	0.4625758195
620	0.4625253086
621	0.462478477
622	0.4624459853
623	0.4623986178
624	0.4623578163
625	0.4623065221
626	0.4622643519
627	0.4622066045
628	0.4621644391
629	0.4621104193
630	0.4620768174
631	0.4620297895
632	0.4619969952
633	0.4619823089
634	0.4619479337
635	0.4619140291
636	0.4618747543
637	0.4618400296
638	0.4618095696
639	0.4617616883
640	0.4617271517
641	0.4616957138
642	0.4616409524
643	0.4615966043
644	0.4615589194
645	0.4615141442
646	0.4614809294
647	0.4614208303
648	0.461389033
649	0.4613411657
650	0.4613106515
651	0.4612782782
652	0.4612391232
653	0.4611924135
654	0.4611466824
655	0.4611060658
656	0.4610735308
657	0.4610289986
658	0.4609897142
659	0.4609533524
660	0.4609268414
661	0.4608502824
662	0.4608222287
663	0.4607894868
664	0.4607507312
665	0.460699342
666	0.4606589611
667	0.4606197326
668	0.4605814684
669	0.4605469807
670	0.4605222489
671	0.4604859118
672	0.4604593194
673	0.4604128492
674	0.4603858595
675	0.460351453
676	0.4603350434
677	0.4602954744
678	0.4602578774
679	0.460230818
680	0.4601860203
681	0.4601654959
682	0.4601391124
683	0.4601146091
684	0.4600757523
685	0.4600504906
686	0.4600215114
687	0.459986207
688	0.459965247
689	0.4599368944
690	0.4598980532
691	0.4598749642
692	0.459843984
693	0.4598031186
694	0.4597719016
695	0.4597395862
696	0.4597104652
697	0.4596662114
698	0.4596252396
699	0.459577088
700	0.4595393255
701	0.4595036295
702	0.4594727569
703	0.4594515629
704	0.4594261575
705	0.4593868606
706	0.4593444744
707	0.4593038798
708	0.4592778577
709	0.4592467492
710	0.4592206532
711	0.4591732125
712	0.4591436018
713	0.4591102716
714	0.4590822442
715	0.4590342971
716	0.4589817312
717	0.4589485748
718	0.4589132286
719	0.4588826507
720	0.4588531374
721	0.458805075
722	0.4587643055
723	0.4587266589
724	0.4587045707
725	0.4586668662
726	0.458641169
727	0.4586071115
728	0.4585666624
729	0.4585494366
730	0.4585136033
731	0.4584807703
732	0.4584485365
733	0.4584157904
734	0.4583857242
735	0.4583473397
736	0.4583151049
737	0.4582859462
738	0.4582528304
739	0.4582209138
740	0.45817867
741	0.4581421821
742	0.4581153658
743	0.4580756272
744	0.4580450359
745	0.4580112972
746	0.4579787087
747	0.4579374625
748	0.4579036219
749	0.4578766158
750	0.4578377602
751	0.4577824709
752	0.457746322
753	0.4577200793
754	0.4576960715
755	0.4576520341
756	0.4576126116
757	0.457577997
758	0.4575377252
759	0.4575028577
760	0.4574580052
761	0.4574172847
762	0.4573844922
763	0.4573487793
764	0.4573169597
765	0.4573113676
766	0.4572821965
767	0.4572550659
768	0.4572244584
769	0.4572026205
770	0.4571777914
771	0.4571517125
772	0.4571125154
773	0.4570837597
774	0.4570522967
775	0.4570168349
776	0.4569934603
777	0.4569703612
778	0.456936116
779	0.4569052964
780	0.456860868
781	0.4568363978
782	0.4568051095
783	0.45677979
784	0.4567343978
785	0.4567062851
786	0.4566751909
787	0.4566512135
788	0.4566167181
789	0.4565749988
790	0.4565449437
791	0.4565120656
792	0.4564907767
793	0.456463098
794	0.4564256404
795	0.4563952468
796	0.4563686874
797	0.4563299881
798	0.4563121087
799	0.4562911948
800	0.4562741511
801	0.4562384056
802	0.4562306373
803	0.456205956
804	0.4561786092
805	0.4561379175
806	0.4561099888
807	0.4560898268
808	0.4560550859
809	0.4560322321
810	0.4559943451
811	0.455974826
812	0.4559386099
813	0.455901231
814	0.4558729937
815	0.4558486182
816	0.4558222137
817	0.4557827366
818	0.4557453737
819	0.4557145594
820	0.4556745115
821	0.4556470554
822	0.4556189383
823	0.4555652869
824	0.4555351253
825	0.4555098294
826	0.4554768641
827	0.4554502623
828	0.4554188467
829	0.4553884347
830	0.4553674465
831	0.4553464789
832	0.4553287437
833	0.4553030761
834	0.4552900142
835	0.4552876046
836	0.4552584377
837	0.4552319064
838	0.4552119504
839	0.4551817461
840	0.4551582685
841	0.4551337581
842	0.4551201596
843	0.4550928986
844	0.4550707919
845	0.4550412352
846	0.4550109936
847	0.454970932
848	0.4549511814
849	0.4549090288
850	0.4548804749
851	0.4548563345
852	0.454836474
853	0.4547965903
854	0.454775552
855	0.4547484573
856	0.4547323509
857	0.4547041637
858	0.4546810124
859	0.4546485526
860	0.4546180312
861	0.4545948027
862	0.4545577186
863	0.4545341857
864	0.4544997835
865	0.4544702298
866	0.4544312476
867	0.4543978671
868	0.4543730188
869	0.454351192
870	0.4543259973
871	0.4543042232
872	0.4542813874
873	0.4542498253
874	0.4542285534
875	0.4541982176
876	0.4541739174
877	0.454151172
878	0.4541363247
879	0.4540973032
880	0.4540733947
881	0.4540451734
882	0.4540230468
883	0.4539970303
884	0.4539801181
885	0.4539528868
886	0.4539222186
887	0.4539019167
888	0.4538816232
889	0.4538603956
890	0.4538369025
891	0.45382414
892	0.4537981758
893	0.4537626641
894	0.4537404434
895	0.4537059447
896	0.4536789452
897	0.4536469784
898	0.4536266785
899	0.4536119696
900	0.453591034
901	0.4535631078
902	0.4535498735
903	0.4535358834
904	0.4535150674
905	0.4534907399
906	0.4534681453
907	0.453446699
908	0.4534174836
909	0.4533938247
910	0.4533636982
911	0.4533406715
912	0.453323484
913	0.4532930344
914	0.4532661449
915	0.4532391336
916	0.4532101737
917	0.453170221
918	0.4531547561
919	0.4531173224
920	0.4530937813
921	0.4530597809
922	0.4530300872
923	0.4530005136
924	0.4529732129
925	0.4529551062
926	0.4529426142
927	0.4528914914
928	0.4528650688
929	0.4528409139
930	0.4528108033
931	0.4527910319
932	0.4527651471
933	0.4527354189
934	0.4527059639
935	0.4526868396
936	0.4526715418
937	0.4526494908
938	0.4526280394
939	0.4526090144
940	0.4525859317
941	0.4525573649
942	0.4525408966
943	0.4525132505
944	0.4524816452
945	0.4524661226
946	0.4524369834
947	0.4524165628
948	0.4523881053
949	0.4523607187
950	0.4523471552
951	0.4523240735
952	0.4523098806
953	0.4522854381
954	0.4522507198
955	0.4522228331
956	0.4522010214
957	0.4521748414
958	0.4521512689
959	0.4521340733
960	0.4521065889
961	0.4520783168
962	0.4520478674
963	0.452026592
964	0.4520028541
965	0.451981469
966	0.451955279
967	0.4519202275
968	0.4518996133
969	0.4518786061
970	0.4518573082
971	0.4518269899
972	0.4518097329
973	0.4517837835
974	0.4517578849
975	0.4517344706
976	0.4517132987
977	0.4516951375
978	0.4516799627
979	0.4516571855
980	0.4516324919
981	0.4516290532
982	0.4516085224
983	0.451587647
984	0.4515598938
985	0.4515317755
986	0.4515151106
987	0.4514830767
988	0.4514509649
989	0.4514424424
990	0.4514104412
991	0.4513884383
992	0.4513608436
993	0.4513390816
994	0.4513267362
995	0.4513100215
996	0.4512956642
997	0.4512652145
998	0.4512422983
999	0.4512201255
